,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
10,GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,4.5592410934195925e-95,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",4062,158,156,17916,0.9873417721518988,0.03840472673559823,query_1,"['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']"
11,GO:MF,GO:0046872,metal ion binding,2.147344348330261e-94,True,"""Interacting selectively and non-covalently with any metal ion."" [GOC:ai]",4222,159,157,18134,0.9874213836477987,0.037186167693036475,query_1,['GO:0043169']
12,GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,7.964217628393246e-94,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",4136,158,156,17916,0.9873417721518988,0.037717601547388784,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
13,GO:BP,GO:0034654,nucleobase-containing compound biosynthetic process,2.068631808942232e-93,True,"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]",4161,158,156,17916,0.9873417721518988,0.03749098774333093,query_1,"['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']"
14,GO:MF,GO:0043169,cation binding,7.171487614236417e-93,True,"""Interacting selectively and non-covalently with cations, charged atoms or groups of atoms with a net positive charge."" [GOC:jl]",4316,159,157,18134,0.9874213836477987,0.036376274328081555,query_1,['GO:0043167']
15,GO:MF,GO:0003676,nucleic acid binding,1.61181173348095e-92,True,"""Interacting selectively and non-covalently with any nucleic acid."" [GOC:jl]",4338,159,157,18134,0.9874213836477987,0.036191793453204245,query_1,"['GO:0097159', 'GO:1901363']"
16,GO:BP,GO:0018130,heterocycle biosynthetic process,2.408031530278418e-92,True,"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]",4226,158,156,17916,0.9873417721518988,0.036914339801230475,query_1,"['GO:0044249', 'GO:0046483']"
17,GO:BP,GO:0019438,aromatic compound biosynthetic process,3.372363861256523e-92,True,"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]",4235,158,156,17916,0.9873417721518988,0.03683589138134593,query_1,"['GO:0006725', 'GO:0044249']"
18,GO:BP,GO:0031326,regulation of cellular biosynthetic process,2.505752818559183e-91,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]",4289,158,156,17916,0.9873417721518988,0.03637211471205409,query_1,"['GO:0009889', 'GO:0031323', 'GO:0044249']"
19,GO:BP,GO:0009889,regulation of biosynthetic process,5.3921416057813875e-90,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",4373,158,156,17916,0.9873417721518988,0.03567345072032929,query_1,"['GO:0009058', 'GO:0019222']"
20,GO:BP,GO:1901362,organic cyclic compound biosynthetic process,9.26840637429494e-90,True,"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]",4388,158,156,17916,0.9873417721518988,0.03555150410209663,query_1,"['GO:1901360', 'GO:1901576']"
21,GO:BP,GO:0016070,RNA metabolic process,9.82842308485926e-86,True,"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",4653,158,156,17916,0.9873417721518988,0.03352675693101225,query_1,['GO:0090304']
22,GO:BP,GO:0010468,regulation of gene expression,1.210217040258202e-82,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."" [GOC:dph, GOC:tb]",5035,158,157,17916,0.9936708860759493,0.03118172790466733,query_1,"['GO:0010467', 'GO:0060255']"
23,GO:BP,GO:0034645,cellular macromolecule biosynthetic process,1.4162979142376931e-81,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells."" [GOC:mah]",4944,158,156,17916,0.9873417721518988,0.03155339805825243,query_1,"['GO:0009059', 'GO:0044249', 'GO:0044260']"
24,GO:BP,GO:0044271,cellular nitrogen compound biosynthetic process,1.4622098142442235e-81,True,"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]",4945,158,156,17916,0.9873417721518988,0.03154701718907988,query_1,"['GO:0034641', 'GO:0044249']"
25,GO:BP,GO:0009059,macromolecule biosynthetic process,3.309781835579786e-79,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",5118,158,156,17916,0.9873417721518988,0.03048065650644783,query_1,"['GO:0043170', 'GO:1901576']"
26,GO:BP,GO:0090304,nucleic acid metabolic process,9.68929229725958e-79,True,"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]",5153,158,156,17916,0.9873417721518988,0.03027362701339026,query_1,"['GO:0006139', 'GO:0043170']"
27,GO:BP,GO:0006139,nucleobase-containing compound metabolic process,4.91385793399782e-72,True,"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]",5684,158,156,17916,0.9873417721518988,0.02744546094299789,query_1,"['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']"
28,GO:BP,GO:0051171,regulation of nitrogen compound metabolic process,1.3929284701861214e-70,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",5997,158,157,17916,0.9936708860759493,0.026179756544939137,query_1,"['GO:0006807', 'GO:0019222']"
29,GO:BP,GO:0010467,gene expression,1.3929284701861214e-70,True,"""The process in which a gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."" [GOC:dph, GOC:tb]",5997,158,157,17916,0.9936708860759493,0.026179756544939137,query_1,['GO:0043170']
30,GO:BP,GO:0046483,heterocycle metabolic process,5.93194401114444e-70,True,"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]",5860,158,156,17916,0.9873417721518988,0.026621160409556314,query_1,['GO:0044237']
31,GO:BP,GO:0006725,cellular aromatic compound metabolic process,1.973362479683366e-69,True,"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]",5905,158,156,17916,0.9873417721518988,0.026418289585097374,query_1,['GO:0044237']
32,GO:BP,GO:0080090,regulation of primary metabolic process,1.6350739469788822e-68,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",6180,158,157,17916,0.9936708860759493,0.02540453074433657,query_1,"['GO:0019222', 'GO:0044238']"
33,GO:MF,GO:1901363,heterocyclic compound binding,3.798533676584841e-67,True,"""Interacting selectively and non-covalently with heterocyclic compound."" [GOC:TermGenie]",6270,159,157,18134,0.9874213836477987,0.02503987240829346,query_1,['GO:0005488']
34,GO:BP,GO:0044249,cellular biosynthetic process,4.305621717949129e-67,True,"""The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:jl]",6111,158,156,17916,0.9873417721518988,0.025527736867943053,query_1,"['GO:0009058', 'GO:0044237']"
35,GO:BP,GO:1901360,organic cyclic compound metabolic process,8.60178075693094e-67,True,"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]",6138,158,156,17916,0.9873417721518988,0.02541544477028348,query_1,['GO:0071704']
36,GO:MF,GO:0043167,ion binding,1.0370125306676463e-66,True,"""Interacting selectively and non-covalently with ions, charged atoms or groups of atoms."" [GOC:jl]",6310,159,157,18134,0.9874213836477987,0.024881141045958795,query_1,['GO:0005488']
37,GO:BP,GO:0031323,regulation of cellular metabolic process,2.950530321201897e-66,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]",6386,158,157,17916,0.9936708860759493,0.024585029752583778,query_1,"['GO:0019222', 'GO:0044237', 'GO:0050794']"
38,GO:MF,GO:0097159,organic cyclic compound binding,3.1849670621115196e-66,True,"""Interacting selectively and non-covalently with an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure."" [GOC:sjw, PMID:7583672]",6355,159,157,18134,0.9874213836477987,0.024704956726986624,query_1,['GO:0005488']
39,GO:BP,GO:1901576,organic substance biosynthetic process,7.832776504126968e-66,True,"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]",6225,158,156,17916,0.9873417721518988,0.02506024096385542,query_1,"['GO:0009058', 'GO:0071704']"
40,GO:BP,GO:0009058,biosynthetic process,6.104280963225617e-65,True,"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]",6307,158,156,17916,0.9873417721518988,0.02473442207071508,query_1,['GO:0008152']
41,GO:BP,GO:0060255,regulation of macromolecule metabolic process,1.758982297130302e-63,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6649,158,157,17916,0.9936708860759493,0.023612573319296136,query_1,"['GO:0019222', 'GO:0043170']"
42,GO:BP,GO:0034641,cellular nitrogen compound metabolic process,2.81703220986961e-63,True,"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]",6463,158,156,17916,0.9873417721518988,0.024137397493424105,query_1,"['GO:0006807', 'GO:0044237']"
43,GO:BP,GO:0019222,regulation of metabolic process,2.9891300904522603e-58,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",7175,158,157,17916,0.9936708860759493,0.021881533101045295,query_1,"['GO:0008152', 'GO:0050789']"
44,GO:CC,GO:0005634,nucleus,1.3696970976511987e-55,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",7494,158,155,18856,0.9810126582278481,0.02068321323725647,query_1,['GO:0043231']
45,GO:BP,GO:0044260,cellular macromolecule metabolic process,1.982517607277126e-47,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, as carried out by individual cells."" [GOC:mah]",8402,158,157,17916,0.9936708860759493,0.018686027136396097,query_1,"['GO:0043170', 'GO:0044237']"
46,GO:BP,GO:0043170,macromolecule metabolic process,4.301439759071666e-37,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",9774,158,157,17916,0.9936708860759493,0.016063024350317166,query_1,['GO:0071704']
47,GO:BP,GO:0006807,nitrogen compound metabolic process,8.677973973380317e-35,True,"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]",10110,158,157,17916,0.9936708860759493,0.01552917903066271,query_1,['GO:0008152']
48,GO:BP,GO:0044238,primary metabolic process,1.4318959234902663e-31,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]",10599,158,157,17916,0.9936708860759493,0.014812718180960468,query_1,['GO:0008152']
49,GO:BP,GO:0044237,cellular metabolic process,6.200988715828689e-30,True,"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]",10857,158,157,17916,0.9936708860759493,0.014460716588376162,query_1,"['GO:0008152', 'GO:0009987']"
50,GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.6909194913849487e-29,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",11085,158,155,18856,0.9810126582278481,0.013982859720342805,query_1,"['GO:0043227', 'GO:0043229']"
51,GO:BP,GO:0050794,regulation of cellular process,1.0808921810038625e-28,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11382,158,158,17916,1.0,0.013881567387102443,query_1,"['GO:0009987', 'GO:0050789']"
52,GO:BP,GO:0071704,organic substance metabolic process,2.0815122554544087e-27,True,"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]",11268,158,157,17916,0.9936708860759493,0.013933262335818247,query_1,['GO:0008152']
53,GO:BP,GO:0050789,regulation of biological process,3.2196627846385824e-25,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",11969,158,158,17916,1.0,0.013200768652351908,query_1,"['GO:0008150', 'GO:0065007']"
54,GO:BP,GO:0008152,metabolic process,4.187635393795852e-24,True,"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]",11830,158,157,17916,0.9936708860759493,0.01327134404057481,query_1,['GO:0008150']
55,GO:CC,GO:0043227,membrane-bounded organelle,1.1952491013052687e-23,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",12688,158,157,18856,0.9936708860759493,0.012373896595208071,query_1,['GO:0043226']
56,GO:CC,GO:0043229,intracellular organelle,1.100985146054408e-22,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",12870,158,157,18856,0.9936708860759493,0.012198912198912198,query_1,"['GO:0005622', 'GO:0043226']"
57,GO:BP,GO:0065007,biological regulation,1.5786346540235499e-21,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12626,158,158,17916,1.0,0.012513860288293996,query_1,['GO:0008150']
58,GO:CC,GO:0043226,organelle,7.53824799383446e-18,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",13825,158,157,18856,0.9936708860759493,0.01135623869801085,query_1,['GO:0110165']
59,GO:CC,GO:0005622,intracellular,3.7064785629942205e-14,True,"""The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",14605,158,157,18856,0.9936708860759493,0.010749743238616912,query_1,['GO:0005575']
60,GO:MF,GO:0003700,DNA-binding transcription factor activity,3.1635520537567074e-13,True,"""A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]",1300,159,45,18134,0.2830188679245283,0.03461538461538462,query_1,['GO:0140110']
61,GO:MF,GO:0140110,transcription regulator activity,6.592099759423909e-09,True,"""A molecular function that controls the rate, timing and/or magnitude of transcription of genetic information. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",1718,159,45,18134,0.2830188679245283,0.02619324796274738,query_1,['GO:0003674']
62,GO:MF,GO:0043565,sequence-specific DNA binding,5.2034206582549835e-08,True,"""Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",1221,159,36,18134,0.22641509433962265,0.029484029484029485,query_1,['GO:0003677']
63,GO:MF,GO:0005488,binding,8.974084047181312e-07,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",15960,159,159,18134,1.0,0.009962406015037594,query_1,['GO:0003674']
