#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 5","NC_000005.10",665102,678060,"-",11076,"TPPP","-","NP_008961.1",219,"tubulin polymerization-promoting protein"
"chromosome 5","NC_000005.10",665102,678060,"-",11076,"TPPP","-","XP_005248294.2",219,"tubulin polymerization-promoting protein isoform X2"
"chromosome 5","NC_000005.10",716808,766919,"-",653082,"ZDHHC11B","-","NP_001338232.1",371,"probable palmitoyltransferase ZDHHC11B"
"chromosome 5","NC_000005.10",732605,766919,"-",653082,"ZDHHC11B","-","XP_016865605.1",415,"probable palmitoyltransferase ZDHHC11B isoform X3"
"chromosome 5","NC_000005.10",732605,766919,"-",653082,"ZDHHC11B","-","XP_024301957.1",415,"probable palmitoyltransferase ZDHHC11B isoform X3"
"chromosome 5","NC_000005.10",732803,766919,"-",653082,"ZDHHC11B","-","XP_024301956.1",421,"probable palmitoyltransferase ZDHHC11B isoform X2"
"chromosome 5","NC_000005.10",733007,766919,"-",653082,"ZDHHC11B","-","XP_016865606.1",390,"probable palmitoyltransferase ZDHHC11B isoform X4"
"chromosome 5","NC_000005.10",733007,766919,"-",653082,"ZDHHC11B","-","XP_016865599.1",445,"probable palmitoyltransferase ZDHHC11B isoform X1"
"chromosome 5","NC_000005.10",733007,766919,"-",653082,"ZDHHC11B","-","XP_016865600.1",445,"probable palmitoyltransferase ZDHHC11B isoform X1"
"chromosome 5","NC_000005.10",733007,766919,"-",653082,"ZDHHC11B","-","XP_016865601.1",445,"probable palmitoyltransferase ZDHHC11B isoform X1"
"chromosome 5","NC_000005.10",733007,766919,"-",653082,"ZDHHC11B","-","XP_016865602.1",445,"probable palmitoyltransferase ZDHHC11B isoform X1"
"chromosome 5","NC_000005.10",733007,766919,"-",653082,"ZDHHC11B","-","XP_016865603.1",445,"probable palmitoyltransferase ZDHHC11B isoform X1"
"chromosome 5","NC_000005.10",733007,766919,"-",653082,"ZDHHC11B","-","XP_016865604.1",445,"probable palmitoyltransferase ZDHHC11B isoform X1"
"chromosome 5","NC_000005.10",733007,751220,"-",653082,"ZDHHC11B","-","XP_016865612.1",210,"probable palmitoyltransferase ZDHHC11B isoform X9"
"chromosome 5","NC_000005.10",733007,751220,"-",653082,"ZDHHC11B","-","XP_016865613.1",210,"probable palmitoyltransferase ZDHHC11B isoform X9"
"chromosome 5","NC_000005.10",733007,751220,"-",653082,"ZDHHC11B","-","XP_016865614.1",210,"probable palmitoyltransferase ZDHHC11B isoform X9"
"chromosome 5","NC_000005.10",745274,766919,"-",653082,"ZDHHC11B","-","XP_016865607.1",321,"probable palmitoyltransferase ZDHHC11B isoform X5"
"chromosome 5","NC_000005.10",745274,766919,"-",653082,"ZDHHC11B","-","XP_016865608.1",306,"probable palmitoyltransferase ZDHHC11B isoform X6"
"chromosome 5","NC_000005.10",750087,766919,"-",653082,"ZDHHC11B","-","XP_016865611.1",300,"probable palmitoyltransferase ZDHHC11B isoform X8"
"chromosome 5","NC_000005.10",750087,766919,"-",653082,"ZDHHC11B","-","XP_016865609.1",301,"probable palmitoyltransferase ZDHHC11B isoform X7"
"chromosome 5","NC_000005.10",750087,766919,"-",653082,"ZDHHC11B","-","XP_016865610.1",301,"probable palmitoyltransferase ZDHHC11B isoform X7"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","NP_079062.1",412,"probable palmitoyltransferase ZDHHC11"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","XP_024301980.1",412,"probable palmitoyltransferase ZDHHC11 isoform X7"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","XP_016865361.1",504,"probable palmitoyltransferase ZDHHC11 isoform X4"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","XP_024301978.1",467,"probable palmitoyltransferase ZDHHC11 isoform X5"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","XP_024301977.1",510,"probable palmitoyltransferase ZDHHC11 isoform X3"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","XP_016865358.1",559,"probable palmitoyltransferase ZDHHC11 isoform X1"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","XP_016865359.1",559,"probable palmitoyltransferase ZDHHC11 isoform X1"
"chromosome 5","NC_000005.10",801107,850602,"-",79844,"ZDHHC11","-","XP_016865360.1",559,"probable palmitoyltransferase ZDHHC11 isoform X1"
"chromosome 5","NC_000005.10",801107,843605,"-",79844,"ZDHHC11","-","XP_016865367.1",279,"probable palmitoyltransferase ZDHHC11 isoform X15"
"chromosome 5","NC_000005.10",801107,841692,"-",79844,"ZDHHC11","-","XP_016865362.1",298,"probable palmitoyltransferase ZDHHC11 isoform X12"
"chromosome 5","NC_000005.10",801107,840844,"-",79844,"ZDHHC11","-","XP_016865364.1",291,"probable palmitoyltransferase ZDHHC11 isoform X14"
"chromosome 5","NC_000005.10",801107,840639,"-",79844,"ZDHHC11","-","XP_016865363.1",291,"probable palmitoyltransferase ZDHHC11 isoform X13"
"chromosome 5","NC_000005.10",801107,840639,"-",79844,"ZDHHC11","-","XP_016865365.1",291,"probable palmitoyltransferase ZDHHC11 isoform X13"
"chromosome 5","NC_000005.10",801107,840639,"-",79844,"ZDHHC11","-","XP_016865366.1",291,"probable palmitoyltransferase ZDHHC11 isoform X13"
"chromosome 5","NC_000005.10",824411,850602,"-",79844,"ZDHHC11","-","XP_024301976.1",537,"probable palmitoyltransferase ZDHHC11 isoform X2"
"chromosome 5","NC_000005.10",839972,850602,"-",79844,"ZDHHC11","-","XP_024301979.1",444,"probable palmitoyltransferase ZDHHC11 isoform X6"
"chromosome 5","NC_000005.10",840326,850602,"-",79844,"ZDHHC11","-","XP_024301984.1",320,"probable palmitoyltransferase ZDHHC11 isoform X11"
"chromosome 5","NC_000005.10",840419,850602,"-",79844,"ZDHHC11","-","XP_024301981.1",338,"probable palmitoyltransferase ZDHHC11 isoform X8"
"chromosome 5","NC_000005.10",840419,850602,"-",79844,"ZDHHC11","-","XP_024301982.1",323,"probable palmitoyltransferase ZDHHC11 isoform X9"
"chromosome 5","NC_000005.10",842497,850602,"-",79844,"ZDHHC11","-","XP_024301983.1",320,"probable palmitoyltransferase ZDHHC11 isoform X10"
"chromosome 5","NC_000005.10",842658,850602,"-",79844,"ZDHHC11","-","XP_024301986.1",268,"probable palmitoyltransferase ZDHHC11 isoform X17"
"chromosome 5","NC_000005.10",842658,850602,"-",79844,"ZDHHC11","-","XP_024301985.1",269,"probable palmitoyltransferase ZDHHC11 isoform X16"
"chromosome 5","NC_000005.10",864468,892657,"-",65980,"BRD9","-","NP_001362808.1",596,"bromodomain-containing protein 9 isoform 9"
"chromosome 5","NC_000005.10",864468,892657,"-",65980,"BRD9","-","NP_076413.3",597,"bromodomain-containing protein 9 isoform 1"
"chromosome 5","NC_000005.10",864468,892657,"-",65980,"BRD9","-","NP_001362806.1",617,"bromodomain-containing protein 9 isoform 7"
"chromosome 5","NC_000005.10",864468,892657,"-",65980,"BRD9","-","NP_001362790.1",647,"bromodomain-containing protein 9 isoform 4"
"chromosome 5","NC_000005.10",864468,892657,"-",65980,"BRD9","-","NP_001362791.1",638,"bromodomain-containing protein 9 isoform 5"
"chromosome 5","NC_000005.10",864468,892657,"-",65980,"BRD9","-","NP_001362807.1",599,"bromodomain-containing protein 9 isoform 8"
"chromosome 5","NC_000005.10",864468,892657,"-",65980,"BRD9","-","NP_001362792.1",619,"bromodomain-containing protein 9 isoform 6"
"chromosome 5","NC_000005.10",864468,891752,"-",65980,"BRD9","-","NP_001009877.2",544,"bromodomain-containing protein 9 isoform 2"
"chromosome 5","NC_000005.10",864468,889699,"-",65980,"BRD9","-","XP_024301967.1",481,"bromodomain-containing protein 9 isoform X7"
"chromosome 5","NC_000005.10",864468,889699,"-",65980,"BRD9","-","XP_024301965.1",501,"bromodomain-containing protein 9 isoform X5"
"chromosome 5","NC_000005.10",864468,889699,"-",65980,"BRD9","-","NP_001304880.1",501,"bromodomain-containing protein 9 isoform 3"
"chromosome 5","NC_000005.10",864468,889104,"-",65980,"BRD9","-","XP_024301966.1",423,"bromodomain-containing protein 9 isoform X6"
"chromosome 5","NC_000005.10",864468,889104,"-",65980,"BRD9","-","XP_024301968.1",443,"bromodomain-containing protein 9 isoform X8"
"chromosome 5","NC_000005.10",869268,892657,"-",65980,"BRD9","-","XP_024301962.1",573,"bromodomain-containing protein 9 isoform X3"
"chromosome 5","NC_000005.10",869268,892657,"-",65980,"BRD9","-","XP_024301963.1",573,"bromodomain-containing protein 9 isoform X3"
"chromosome 5","NC_000005.10",875813,892657,"-",65980,"BRD9","-","XP_024301964.1",523,"bromodomain-containing protein 9 isoform X4"
"chromosome 5","NC_000005.10",883439,892657,"-",65980,"BRD9","-","XP_006714557.1",345,"bromodomain-containing protein 9 isoform X9"
"chromosome 5","NC_000005.10",886070,892657,"-",65980,"BRD9","-","XP_016865269.1",319,"bromodomain-containing protein 9 isoform X10"
"chromosome 5","NC_000005.10",892999,917103,"+",9319,"TRIP13","-","NP_004228.1",432,"pachytene checkpoint protein 2 homolog isoform 1"
"chromosome 5","NC_000005.10",892999,917103,"+",9319,"TRIP13","-","XP_011512465.1",432,"pachytene checkpoint protein 2 homolog isoform X1"
"chromosome 5","NC_000005.10",892999,908465,"+",9319,"TRIP13","-","NP_001159732.1",289,"pachytene checkpoint protein 2 homolog isoform 2"
"chromosome 5","NC_000005.10",1009058,1038373,"+",85409,"NKD2","-","XP_005248439.1",500,"protein naked cuticle homolog 2 isoform X1"
"chromosome 5","NC_000005.10",1009058,1038373,"+",85409,"NKD2","-","NP_149111.1",451,"protein naked cuticle homolog 2 isoform 1"
"chromosome 5","NC_000005.10",1009058,1037668,"+",85409,"NKD2","-","XP_011512452.1",361,"protein naked cuticle homolog 2 isoform X2"
"chromosome 5","NC_000005.10",1009058,1037668,"+",85409,"NKD2","-","XP_005248440.1",360,"protein naked cuticle homolog 2 isoform X3"
"chromosome 5","NC_000005.10",1009058,1037668,"+",85409,"NKD2","-","NP_001258011.1",311,"protein naked cuticle homolog 2 isoform 2"
"chromosome 5","NC_000005.10",1034759,1038373,"+",85409,"NKD2","-","XP_016865489.1",357,"protein naked cuticle homolog 2 isoform X4"
"chromosome 5","NC_000005.10",1052360,1155866,"-",10723,"SLC12A7","-","XP_011512243.2",1111,"solute carrier family 12 member 7 isoform X2"
"chromosome 5","NC_000005.10",1052360,1111991,"-",10723,"SLC12A7","-","NP_006589.2",1083,"solute carrier family 12 member 7"
"chromosome 5","NC_000005.10",1052360,1111991,"-",10723,"SLC12A7","-","XP_005248288.1",1088,"solute carrier family 12 member 7 isoform X1"
"chromosome 5","NC_000005.10",1052360,1105557,"-",10723,"SLC12A7","-","XP_011512241.1",1085,"solute carrier family 12 member 7 isoform X3"
"chromosome 5","NC_000005.10",1052360,1103913,"-",10723,"SLC12A7","-","XP_011512242.1",1074,"solute carrier family 12 member 7 isoform X4"
"chromosome 5","NC_000005.10",1052360,1094168,"-",10723,"SLC12A7","-","XP_016864447.1",1020,"solute carrier family 12 member 7 isoform X5"
"chromosome 5","NC_000005.10",1052360,1094168,"-",10723,"SLC12A7","-","XP_016864448.1",1020,"solute carrier family 12 member 7 isoform X5"
"chromosome 5","NC_000005.10",1201651,1221904,"+",340024,"SLC6A19","-","NP_001003841.1",634,"sodium-dependent neutral amino acid transporter B(0)AT1"
"chromosome 5","NC_000005.10",1225478,1246078,"+",348932,"SLC6A18","-","NP_872438.2",628,"inactive sodium-dependent neutral amino acid transporter B(0)AT3"
"chromosome 5","NC_000005.10",1253728,1294989,"-",7015,"TERT","-","NP_001180305.1",1069,"telomerase reverse transcriptase isoform 2"
"chromosome 5","NC_000005.10",1253728,1294989,"-",7015,"TERT","-","NP_937983.2",1132,"telomerase reverse transcriptase isoform 1"
"chromosome 5","NC_000005.10",1318369,1344841,"-",81037,"CLPTM1L","-","XP_011512446.1",537,"cleft lip and palate transmembrane protein 1-like protein isoform X2"
"chromosome 5","NC_000005.10",1318369,1344841,"-",81037,"CLPTM1L","-","NP_110409.2",538,"cleft lip and palate transmembrane protein 1-like protein"
"chromosome 5","NC_000005.10",1318369,1344841,"-",81037,"CLPTM1L","-","XP_024301989.1",566,"cleft lip and palate transmembrane protein 1-like protein isoform X1"
"chromosome 5","NC_000005.10",1318369,1338924,"-",81037,"CLPTM1L","-","XP_024301990.1",360,"cleft lip and palate transmembrane protein 1-like protein isoform X3"
"chromosome 5","NC_000005.10",1394735,1443197,"-",6531,"SLC6A3","-","NP_001035.1",620,"sodium-dependent dopamine transporter"
"chromosome 5","NC_000005.10",1463651,1523844,"-",79888,"LPCAT1","-","NP_079106.3",534,"lysophosphatidylcholine acyltransferase 1"
"chromosome 5","NC_000005.10",1463651,1502142,"-",79888,"LPCAT1","-","XP_011512436.1",493,"lysophosphatidylcholine acyltransferase 1 isoform X2"
"chromosome 5","NC_000005.10",1463651,1502010,"-",79888,"LPCAT1","-","XP_011512434.1",571,"lysophosphatidylcholine acyltransferase 1 isoform X1"
"chromosome 5","NC_000005.10",1463651,1501594,"-",79888,"LPCAT1","-","XP_005248430.1",486,"lysophosphatidylcholine acyltransferase 1 isoform X3"
"chromosome 5","NC_000005.10",1463651,1480334,"-",79888,"LPCAT1","-","XP_016865368.1",293,"lysophosphatidylcholine acyltransferase 1 isoform X4"
"chromosome 5","NC_000005.10",1798624,1801366,"-",64979,"MRPL36","-","XP_011512382.1",118,"39S ribosomal protein L36, mitochondrial isoform X2"
"chromosome 5","NC_000005.10",1798624,1799262,"-",64979,"MRPL36","-","XP_011512381.1",169,"39S ribosomal protein L36, mitochondrial isoform X1"
"chromosome 5","NC_000005.10",1798624,1798935,"-",64979,"MRPL36","-","XP_016865239.1",103,"39S ribosomal protein L36, mitochondrial isoform X3"
"chromosome 5","NC_000005.10",1798624,1798935,"-",64979,"MRPL36","-","XP_016865240.1",103,"39S ribosomal protein L36, mitochondrial isoform X3"
"chromosome 5","NC_000005.10",1798624,1798935,"-",64979,"MRPL36","-","XP_016865241.1",103,"39S ribosomal protein L36, mitochondrial isoform X3"
"chromosome 5","NC_000005.10",1798624,1798935,"-",64979,"MRPL36","-","NP_115868.1",103,"39S ribosomal protein L36, mitochondrial"
"chromosome 5","NC_000005.10",1801418,1815916,"+",4726,"NDUFS6","-","NP_004544.1",124,"NADH dehydrogenase"
"chromosome 5","NC_000005.10",1877969,1882647,"-",50805,"IRX4","-","NP_001265561.1",519,"iroquois-class homeodomain protein IRX-4 isoform b"
"chromosome 5","NC_000005.10",1877969,1882647,"-",50805,"IRX4","-","NP_001265563.1",519,"iroquois-class homeodomain protein IRX-4 isoform b"
"chromosome 5","NC_000005.10",1877969,1882647,"-",50805,"IRX4","-","NP_057442.1",519,"iroquois-class homeodomain protein IRX-4 isoform b"
"chromosome 5","NC_000005.10",1877969,1882647,"-",50805,"IRX4","-","NP_001265562.1",545,"iroquois-class homeodomain protein IRX-4 isoform a"
"chromosome 5","NC_000005.10",1877969,1882647,"-",50805,"IRX4","-","NP_001265564.1",545,"iroquois-class homeodomain protein IRX-4 isoform a"
"chromosome 5","NC_000005.10",1930577,2066761,"+",112267947,"LOC112267947","-","XP_024302054.1",279,"uncharacterized protein LOC112267947 isoform X1"
"chromosome 5","NC_000005.10",2747564,2751413,"-",153572,"IRX2","-","NP_001127694.1",471,"iroquois-class homeodomain protein IRX-2"
"chromosome 5","NC_000005.10",2747564,2751413,"-",153572,"IRX2","-","NP_150366.1",471,"iroquois-class homeodomain protein IRX-2"
"chromosome 5","NC_000005.10",2747564,2751413,"-",153572,"IRX2","-","XP_011512281.1",471,"iroquois-class homeodomain protein IRX-2 isoform X1"
"chromosome 5","NC_000005.10",2747564,2749757,"-",153572,"IRX2","-","XP_024310147.1",378,"iroquois-class homeodomain protein IRX-2 isoform X2"
"chromosome 5","NC_000005.10",2752265,2755376,"+",153571,"C5orf38","-","NP_001352617.1",226,"protein CEI isoform 5 precursor"
"chromosome 5","NC_000005.10",2752265,2755041,"+",153571,"C5orf38","-","NP_848664.1",138,"protein CEI isoform 1 precursor"
"chromosome 5","NC_000005.10",2752265,2755041,"+",153571,"C5orf38","-","NP_001352618.1",104,"protein CEI isoform 6 precursor"
"chromosome 5","NC_000005.10",2752265,2755041,"+",153571,"C5orf38","-","NP_001281266.1",70,"protein CEI isoform 2 precursor"
"chromosome 5","NC_000005.10",2752265,2753359,"+",153571,"C5orf38","-","NP_001293078.1",135,"protein CEI isoform 3 precursor"
"chromosome 5","NC_000005.10",2752265,2753359,"+",153571,"C5orf38","-","NP_001293079.1",135,"protein CEI isoform 3 precursor"
"chromosome 5","NC_000005.10",2752265,2753324,"+",153571,"C5orf38","-","NP_001352614.1",113,"protein CEI isoform 4 precursor"
"chromosome 5","NC_000005.10",2752265,2753324,"+",153571,"C5orf38","-","XP_011512277.1",113,"protein CEI isoform X2"
"chromosome 5","NC_000005.10",3596106,3601040,"+",79192,"IRX1","-","NP_077313.3",480,"iroquois-class homeodomain protein IRX-1"
"chromosome 5","NC_000005.10",3596106,3601020,"+",79192,"IRX1","-","XP_016865334.1",449,"iroquois-class homeodomain protein IRX-1 isoform X1"
"chromosome 5","NC_000005.10",5140468,5319138,"+",170690,"ADAMTS16","-","NP_620687.2",1224,"A disintegrin and metalloproteinase with thrombospondin motifs 16 preproprotein"
"chromosome 5","NC_000005.10",5422916,5489330,"+",23379,"ICE1","-","NP_056140.1",2266,"little elongation complex subunit 1"
"chromosome 5","NC_000005.10",5422916,5474676,"+",23379,"ICE1","-","XP_011512301.1",2139,"little elongation complex subunit 1 isoform X1"
"chromosome 5","NC_000005.10",5457451,5489330,"+",23379,"ICE1","-","XP_016864774.1",1996,"little elongation complex subunit 1 isoform X2"
"chromosome 5","NC_000005.10",6372503,6378483,"-",84246,"MED10","-","NP_115662.2",135,"mediator of RNA polymerase II transcription subunit 10"
"chromosome 5","NC_000005.10",6437347,6491349,"+",134111,"UBE2QL1","-","XP_024310129.1",267,"ubiquitin-conjugating enzyme E2Q-like protein 1 isoform X1"
"chromosome 5","NC_000005.10",6448894,6491349,"+",134111,"UBE2QL1","-","NP_001138633.1",161,"ubiquitin-conjugating enzyme E2Q-like protein 1"
"chromosome 5","NC_000005.10",6599926,6632979,"-",54888,"NSUN2","-","NP_001180384.1",732,"RNA cytosine C(5)-methyltransferase NSUN2 isoform 2"
"chromosome 5","NC_000005.10",6599926,6632979,"-",54888,"NSUN2","-","NP_060225.4",767,"RNA cytosine C(5)-methyltransferase NSUN2 isoform 1"
"chromosome 5","NC_000005.10",6633551,6668268,"+",6715,"SRD5A1","-","NP_001311251.1",212,"3-oxo-5-alpha-steroid 4-dehydrogenase 1 isoform 2"
"chromosome 5","NC_000005.10",6633577,6668268,"+",6715,"SRD5A1","-","NP_001038.1",259,"3-oxo-5-alpha-steroid 4-dehydrogenase 1 isoform 1"
"chromosome 5","NC_000005.10",6645236,6668268,"+",6715,"SRD5A1","-","NP_001311252.1",186,"3-oxo-5-alpha-steroid 4-dehydrogenase 1 isoform 3"
"chromosome 5","NC_000005.10",6713984,6754945,"+",11044,"TENT4A","-","NP_008930.2",792,"terminal nucleotidyltransferase 4A isoform 1"
"chromosome 5","NC_000005.10",6713984,6754945,"+",11044,"TENT4A","-","NP_001165276.2",791,"terminal nucleotidyltransferase 4A isoform 2"
"chromosome 5","NC_000005.10",6737544,6754945,"+",11044,"TENT4A","-","XP_024310111.1",542,"terminal nucleotidyltransferase 4A isoform X3"
"chromosome 5","NC_000005.10",6737544,6754945,"+",11044,"TENT4A","-","XP_011512247.1",499,"terminal nucleotidyltransferase 4A isoform X2"
"chromosome 5","NC_000005.10",6737571,6754945,"+",11044,"TENT4A","-","XP_016864477.1",533,"terminal nucleotidyltransferase 4A isoform X4"
"chromosome 5","NC_000005.10",6737571,6754945,"+",11044,"TENT4A","-","XP_016864478.1",533,"terminal nucleotidyltransferase 4A isoform X4"
"chromosome 5","NC_000005.10",6746259,6754945,"+",11044,"TENT4A","-","XP_016864479.1",362,"terminal nucleotidyltransferase 4A isoform X5"
"chromosome 5","NC_000005.10",7396297,7826871,"+",108,"ADCY2","-","NP_065433.2",1091,"adenylate cyclase type 2"
"chromosome 5","NC_000005.10",7396297,7826871,"+",108,"ADCY2","-","XP_011512244.1",1045,"adenylate cyclase type 2 isoform X1"
"chromosome 5","NC_000005.10",7831850,7851021,"-",134121,"C5orf49","-","NP_001083053.1",147,"uncharacterized protein C5orf49"
"chromosome 5","NC_000005.10",7831850,7835738,"-",134121,"C5orf49","-","XP_011512265.1",115,"uncharacterized protein C5orf49 isoform X1"
"chromosome 5","NC_000005.10",7859435,7868083,"-",79072,"FASTKD3","-","NP_076996.2",662,"FAST kinase domain-containing protein 3, mitochondrial"
"chromosome 5","NC_000005.10",7859435,7868083,"-",79072,"FASTKD3","-","XP_006714561.1",662,"FAST kinase domain-containing protein 3, mitochondrial isoform X1"
"chromosome 5","NC_000005.10",7870795,7900058,"+",4552,"MTRR","-","XP_024301832.1",698,"methionine synthase reductase isoform X2"
"chromosome 5","NC_000005.10",7870795,7900058,"+",4552,"MTRR","-","NP_076915.3",698,"methionine synthase reductase"
"chromosome 5","NC_000005.10",7870795,7900058,"+",4552,"MTRR","-","NP_001351369.1",698,"methionine synthase reductase"
"chromosome 5","NC_000005.10",7870795,7900058,"+",4552,"MTRR","-","NP_001351371.1",698,"methionine synthase reductase"
"chromosome 5","NC_000005.10",7870795,7900058,"+",4552,"MTRR","-","NP_001351370.1",698,"methionine synthase reductase"
"chromosome 5","NC_000005.10",7870795,7900058,"+",4552,"MTRR","-","NP_002445.2",698,"methionine synthase reductase"
"chromosome 5","NC_000005.10",9042897,9379946,"-",9037,"SEMA5A","-","NP_003957.2",1074,"semaphorin-5A precursor"
"chromosome 5","NC_000005.10",9042897,9379946,"-",9037,"SEMA5A","-","XP_006714569.1",1074,"semaphorin-5A isoform X1"
"chromosome 5","NC_000005.10",9042897,9379946,"-",9037,"SEMA5A","-","XP_006714570.1",1074,"semaphorin-5A isoform X1"
"chromosome 5","NC_000005.10",9042897,9379946,"-",9037,"SEMA5A","-","XP_011512457.1",1074,"semaphorin-5A isoform X1"
"chromosome 5","NC_000005.10",9042897,9379946,"-",9037,"SEMA5A","-","XP_011512458.1",1074,"semaphorin-5A isoform X1"
"chromosome 5","NC_000005.10",9042897,9379946,"-",9037,"SEMA5A","-","XP_011512459.1",1074,"semaphorin-5A isoform X1"
"chromosome 5","NC_000005.10",9042897,9379946,"-",9037,"SEMA5A","-","XP_011512460.1",1074,"semaphorin-5A isoform X1"
"chromosome 5","NC_000005.10",9042897,9265562,"-",9037,"SEMA5A","-","XP_011512461.1",1027,"semaphorin-5A isoform X2"
"chromosome 5","NC_000005.10",9042897,9224848,"-",9037,"SEMA5A","-","XP_016865505.1",917,"semaphorin-5A isoform X3"
"chromosome 5","NC_000005.10",9629133,9630032,"-",50834,"TAS2R1","-","NP_062545.1",299,"taste receptor type 2 member 1"
"chromosome 5","NC_000005.10",10227441,10249873,"-",134145,"ATPSCKMT","-","NP_001245317.1",216,"ATP synthase subunit C lysine N-methyltransferase isoform 2"
